prod_inchi,prod_mults,reac_inchi,reac_mults
"InChI=1S/C6H11O.H2O2/c1-2-3-4-5-6-7;1-2/h3,6H,2,4-5H2,1H3;1-2H",2_1,"InChI=1S/C6H12O.HO2/c1-2-3-4-5-6-7;1-2/h6H,2-5H2,1H3;1H",1_2
"InChI=1S/C6H11O.H2O2/c1-2-3-4-5-6-7;1-2/h2,6H,3-5H2,1H3;1-2H",2_1,"InChI=1S/C6H12O.HO2/c1-2-3-4-5-6-7;1-2/h6H,2-5H2,1H3;1H",1_2
"InChI=1S/C6H11O.H2O2/c1-2-3-4-5-6-7;1-2/h6H,1-5H2;1-2H",2_1,"InChI=1S/C6H12O.HO2/c1-2-3-4-5-6-7;1-2/h6H,2-5H2,1H3;1H",1_2
"InChI=1S/C6H11O.CH4O2/c1-2-3-4-5-6-7;1-3-2/h5-6H,2-4H2,1H3;2H,1H3",2_1,"InChI=1S/C6H12O.CH3O2/c1-2-3-4-5-6-7;1-3-2/h6H,2-5H2,1H3;1H3",1_2
"InChI=1S/C6H11O.CH4O2/c1-2-3-4-5-6-7;1-3-2/h4,6H,2-3,5H2,1H3;2H,1H3",2_1,"InChI=1S/C6H12O.CH3O2/c1-2-3-4-5-6-7;1-3-2/h6H,2-5H2,1H3;1H3",1_2
"InChI=1S/C6H11O.CH4O2/c1-2-3-4-5-6-7;1-3-2/h3,6H,2,4-5H2,1H3;2H,1H3",2_1,"InChI=1S/C6H12O.CH3O2/c1-2-3-4-5-6-7;1-3-2/h6H,2-5H2,1H3;1H3",1_2
"InChI=1S/C6H11O.CH4O2/c1-2-3-4-5-6-7;1-3-2/h2,6H,3-5H2,1H3;2H,1H3",2_1,"InChI=1S/C6H12O.CH3O2/c1-2-3-4-5-6-7;1-3-2/h6H,2-5H2,1H3;1H3",1_2
"InChI=1S/C6H11O.CH4O2/c1-2-3-4-5-6-7;1-3-2/h6H,1-5H2;2H,1H3",2_1,"InChI=1S/C6H12O.CH3O2/c1-2-3-4-5-6-7;1-3-2/h6H,2-5H2,1H3;1H3",1_2
"InChI=1S/C5H11.CO/c1-3-5-4-2;1-2/h1,3-5H2,2H3;",2_1,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-5H2,1H3",2
"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h5-6H,2-4H2,1H3",2,"InChI=1S/C3H4O.C3H7/c1-2-3-4;1-3-2/h2-3H,1H2;1,3H2,2H3",1_2
"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4,6H,2-3,5H2,1H3",2,"InChI=1S/C5H10.CHO/c1-3-5-4-2;1-2/h3H,1,4-5H2,2H3;1H",1_2
"InChI=1S/C4H8.C2H3O/c1-3-4-2;1-2-3/h3H,1,4H2,2H3;2H,1H2",1_2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h3,6H,2,4-5H2,1H3",2
"InChI=1S/C3H5O.C3H6/c1-2-3-4;1-3-2/h3H,1-2H2;3H,1H2,2H3",2_1,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2,6H,3-5H2,1H3",2
"InChI=1S/C4H7O.C2H4/c1-2-3-4-5;1-2/h4H,1-3H2;1-2H2",2_1,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h6H,1-5H2",2
"InChI=1S/C6H10.HO2/c1-3-5-6-4-2;1-2/h3,5-6H,1,4H2,2H3;1H",1_2,"InChI=1S/C6H11.O2/c1-3-5-6-4-2;1-2/h3,5H,1,4,6H2,2H3;",2_3
"InChI=1S/C6H10.HO2/c1-3-5-6-4-2;1-2/h3-6H,1-2H3;1H",1_2,"InChI=1S/C6H11.O2/c1-3-5-6-4-2;1-2/h3,5-6H,4H2,1-2H3;",2_3
"InChI=1S/2C3H5/c2*1-3-2/h2*3H,1-2H2",2_2,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",1
"InChI=1S/C6H9.H2/c1-3-5-6-4-2;/h3-5H,1-2,6H2;1H",2_1,"InChI=1S/C6H10.H/c1-3-5-6-4-2;/h3-4H,1-2,5-6H2;",1_2
"InChI=1S/C6H9.HO2/c1-3-5-6-4-2;1-2/h3-5H,1-2,6H2;1H",2_2,"InChI=1S/C6H10.O2/c1-3-5-6-4-2;1-2/h3-4H,1-2,5-6H2;",1_3
"InChI=1S/C6H9.HO/c1-3-5-6-4-2;/h3-5H,1-2,6H2;1H",2_2,"InChI=1S/C6H10.O/c1-3-5-6-4-2;/h3-4H,1-2,5-6H2;",1_3
"InChI=1S/C6H9.H2O/c1-3-5-6-4-2;/h3-5H,1-2,6H2;1H2",2_1,"InChI=1S/C6H10.HO/c1-3-5-6-4-2;/h3-4H,1-2,5-6H2;1H",1_2
"InChI=1S/C6H9.CH4/c1-3-5-6-4-2;/h3-5H,1-2,6H2;1H4",2_1,"InChI=1S/C6H10.CH3/c1-3-5-6-4-2;/h3-4H,1-2,5-6H2;1H3",1_2
"InChI=1S/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2",2,"InChI=1S/C4H6.C2H3/c1-3-4-2;1-2/h3-4H,1-2H2;1H,2H2",1_2
"InChI=1S/C3H6.C3H5/c2*1-3-2/h3H,1H2,2H3;3H,1-2H2",1_2,"InChI=1S/C6H10.H/c1-3-5-6-4-2;/h3-4H,1-2,5-6H2;",1_2
"InChI=1S/C6H13.CH3/c1-3-5-6-4-2;/h1,3-6H2,2H3;1H3",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C5H11.C2H5/c1-3-5-4-2;1-2/h1,3-5H2,2H3;1H2,2H3",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C4H9.C3H7/c1-3-4-2;1-3-2/h1,3-4H2,2H3;1,3H2,2H3",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C7H15.H/c1-3-5-7-6-4-2;/h1,3-7H2,2H3;",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C7H15.H/c1-3-5-7-6-4-2;/h3H,4-7H2,1-2H3;",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C7H15.H/c1-3-5-7-6-4-2;/h5H,3-4,6-7H2,1-2H3;",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C7H15.H/c1-3-5-7-6-4-2;/h7H,3-6H2,1-2H3;",2_2,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
"InChI=1S/C7H15.H2/c1-3-5-7-6-4-2;/h1,3-7H2,2H3;1H",2_1,"InChI=1S/C7H16.H/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_2
"InChI=1S/C7H15.H2/c1-3-5-7-6-4-2;/h3H,4-7H2,1-2H3;1H",2_1,"InChI=1S/C7H16.H/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_2
"InChI=1S/C7H15.H2/c1-3-5-7-6-4-2;/h5H,3-4,6-7H2,1-2H3;1H",2_1,"InChI=1S/C7H16.H/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_2
"InChI=1S/C7H15.H2/c1-3-5-7-6-4-2;/h7H,3-6H2,1-2H3;1H",2_1,"InChI=1S/C7H16.H/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_2
"InChI=1S/C7H15.HO/c1-3-5-7-6-4-2;/h1,3-7H2,2H3;1H",2_2,"InChI=1S/C7H16.O/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.HO/c1-3-5-7-6-4-2;/h3H,4-7H2,1-2H3;1H",2_2,"InChI=1S/C7H16.O/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.HO/c1-3-5-7-6-4-2;/h5H,3-4,6-7H2,1-2H3;1H",2_2,"InChI=1S/C7H16.O/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.HO/c1-3-5-7-6-4-2;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16.O/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.H2O/c1-3-5-7-6-4-2;/h1,3-7H2,2H3;1H2",2_1,"InChI=1S/C7H16.HO/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.H2O/c1-3-5-7-6-4-2;/h3H,4-7H2,1-2H3;1H2",2_1,"InChI=1S/C7H16.HO/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.H2O/c1-3-5-7-6-4-2;/h5H,3-4,6-7H2,1-2H3;1H2",2_1,"InChI=1S/C7H16.HO/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.H2O/c1-3-5-7-6-4-2;/h7H,3-6H2,1-2H3;1H2",2_1,"InChI=1S/C7H16.HO/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;1H",2_2,"InChI=1S/C7H16.O2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;1H",2_2,"InChI=1S/C7H16.O2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;1H",2_2,"InChI=1S/C7H16.O2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H16.O2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;",1_3
"InChI=1S/C7H15.H2O2/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;1-2H",2_1,"InChI=1S/C7H16.HO2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.H2O2/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;1-2H",2_1,"InChI=1S/C7H16.HO2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.H2O2/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;1-2H",2_1,"InChI=1S/C7H16.HO2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.H2O2/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;1-2H",2_1,"InChI=1S/C7H16.HO2/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.CH4/c1-3-5-7-6-4-2;/h1,3-7H2,2H3;1H4",2_1,"InChI=1S/C7H16.CH3/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4/c1-3-5-7-6-4-2;/h3H,4-7H2,1-2H3;1H4",2_1,"InChI=1S/C7H16.CH3/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4/c1-3-5-7-6-4-2;/h5H,3-4,6-7H2,1-2H3;1H4",2_1,"InChI=1S/C7H16.CH3/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4/c1-3-5-7-6-4-2;/h7H,3-6H2,1-2H3;1H4",2_1,"InChI=1S/C7H16.CH3/c1-3-5-7-6-4-2;/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O2/c1-3-5-7-6-4-2;1-3-2/h1,3-7H2,2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O2/c1-3-5-7-6-4-2;1-3-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O2/c1-3-5-7-6-4-2;1-3-2/h3H,4-7H2,1-2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O2/c1-3-5-7-6-4-2;1-3-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O2/c1-3-5-7-6-4-2;1-3-2/h5H,3-4,6-7H2,1-2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O2/c1-3-5-7-6-4-2;1-3-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH4O2/c1-3-5-7-6-4-2;1-3-2/h7H,3-6H2,1-2H3;2H,1H3",2_1,"InChI=1S/C7H16.CH3O2/c1-3-5-7-6-4-2;1-3-2/h3-7H2,1-2H3;1H3",1_2
"InChI=1S/C7H15.CH2O3/c1-3-5-7-6-4-2;2-1-4-3/h1,3-7H2,2H3;1,3H",2_1,"InChI=1S/C7H16.CHO3/c1-3-5-7-6-4-2;2-1-4-3/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.CH2O3/c1-3-5-7-6-4-2;2-1-4-3/h3H,4-7H2,1-2H3;1,3H",2_1,"InChI=1S/C7H16.CHO3/c1-3-5-7-6-4-2;2-1-4-3/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.CH2O3/c1-3-5-7-6-4-2;2-1-4-3/h5H,3-4,6-7H2,1-2H3;1,3H",2_1,"InChI=1S/C7H16.CHO3/c1-3-5-7-6-4-2;2-1-4-3/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.CH2O3/c1-3-5-7-6-4-2;2-1-4-3/h7H,3-6H2,1-2H3;1,3H",2_1,"InChI=1S/C7H16.CHO3/c1-3-5-7-6-4-2;2-1-4-3/h3-7H2,1-2H3;1H",1_2
"InChI=1S/C7H15.C2H4/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;1-2H2",2_1,"InChI=1S/C7H16.C2H3/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H,2H2",1_2
"InChI=1S/C7H15.C2H4/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;1-2H2",2_1,"InChI=1S/C7H16.C2H3/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H,2H2",1_2
"InChI=1S/C7H15.C2H4/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;1-2H2",2_1,"InChI=1S/C7H16.C2H3/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H,2H2",1_2
"InChI=1S/C7H15.C2H4/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;1-2H2",2_1,"InChI=1S/C7H16.C2H3/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H,2H2",1_2
"InChI=1S/C7H15.C2H6/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;1-2H3",2_1,"InChI=1S/C7H16.C2H5/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H2,2H3",1_2
"InChI=1S/C7H15.C2H6/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;1-2H3",2_1,"InChI=1S/C7H16.C2H5/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H2,2H3",1_2
"InChI=1S/C7H15.C2H6/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;1-2H3",2_1,"InChI=1S/C7H16.C2H5/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H2,2H3",1_2
"InChI=1S/C7H15.C2H6/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;1-2H3",2_1,"InChI=1S/C7H16.C2H5/c1-3-5-7-6-4-2;1-2/h3-7H2,1-2H3;1H2,2H3",1_2
"InChI=1S/C5H11.C2H4/c1-3-5-4-2;1-2/h1,3-5H2,2H3;1-2H2",2_1,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3",2
"InChI=1S/C4H9.C3H6/c1-3-4-2;1-3-2/h1,3-4H2,2H3;3H,1H2,2H3",2_1,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h3H,4-7H2,1-2H3",2
"InChI=1S/C4H8.C3H7/c1-3-4-2;1-3-2/h3H,1,4H2,2H3;1,3H2,2H3",1_2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3",2
"InChI=1S/C6H12.CH3/c1-3-5-6-4-2;/h3H,1,4-6H2,2H3;1H3",1_2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3",2
"InChI=1S/C5H10.C2H5/c1-3-5-4-2;1-2/h3H,1,4-5H2,2H3;1H2,2H3",1_2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",2
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3H,1,4-7H2,2H3;1H",1_2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;",2_3
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3H,1,4-7H2,2H3;1H",1_2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;",2_3
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3,5H,4,6-7H2,1-2H3;1H",1_2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;",2_3
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h3,5H,4,6-7H2,1-2H3;1H",1_2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;",2_3
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h5,7H,3-4,6H2,1-2H3;1H",1_2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;",2_3
"InChI=1S/C7H14.HO2/c1-3-5-7-6-4-2;1-2/h5,7H,3-4,6H2,1-2H3;1H",1_2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;",2_3
"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3",2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3",2
"InChI=1S/C7H15/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3",2
"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3",2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h3H,4-7H2,1-2H3",2
"InChI=1S/C7H15/c1-3-5-7-6-4-2/h3H,4-7H2,1-2H3",2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3",2
"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;",2_3
"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3",2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;",2_3
"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3",2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;",2_3
"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3",2,"InChI=1S/C7H15.O2/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;",2_3
"InChI=1S/C7H15O.HO/c1-2-3-4-5-6-7-8;/h2-7H2,1H3;1H",2_2,"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h1,3-7H2,2H3;1H",2_2
"InChI=1S/C7H15O.HO/c1-3-4-5-6-7(2)8;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h3H,4-7H2,1-2H3;1H",2_2
"InChI=1S/C7H15O.HO/c1-3-5-6-7(8)4-2;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h5H,3-4,6-7H2,1-2H3;1H",2_2
"InChI=1S/C7H15O.HO/c1-3-5-7(8)6-4-2;/h7H,3-6H2,1-2H3;1H",2_2,"InChI=1S/C7H15.HO2/c1-3-5-7-6-4-2;1-2/h7H,3-6H2,1-2H3;1H",2_2
"InChI=1S/C7H15O.CH3O/c1-2-3-4-5-6-7-8;1-2/h2-7H2,1H3;1H3",2_2,"InChI=1S/C7H15.CH3O2/c1-3-5-7-6-4-2;1-3-2/h1,3-7H2,2H3;1H3",2_2
"InChI=1S/C7H15O.CH3O/c1-3-4-5-6-7(2)8;1-2/h7H,3-6H2,1-2H3;1H3",2_2,"InChI=1S/C7H15.CH3O2/c1-3-5-7-6-4-2;1-3-2/h3H,4-7H2,1-2H3;1H3",2_2
"InChI=1S/C7H15O.CH3O/c1-3-5-6-7(8)4-2;1-2/h7H,3-6H2,1-2H3;1H3",2_2,"InChI=1S/C7H15.CH3O2/c1-3-5-7-6-4-2;1-3-2/h5H,3-4,6-7H2,1-2H3;1H3",2_2
"InChI=1S/C7H15O.CH3O/c1-3-5-7(8)6-4-2;1-2/h7H,3-6H2,1-2H3;1H3",2_2,"InChI=1S/C7H15.CH3O2/c1-3-5-7-6-4-2;1-3-2/h7H,3-6H2,1-2H3;1H3",2_2
"InChI=1S/2C7H15O/c2*1-2-3-4-5-6-7-8/h2*2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;1,3-7H2,2H3",2_2
"InChI=1S/2C7H15O/c1-3-4-5-6-7(2)8;1-2-3-4-5-6-7-8/h7H,3-6H2,1-2H3;2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;1,3-7H2,2H3",2_2
"InChI=1S/2C7H15O/c1-3-5-6-7(8)4-2;1-2-3-4-5-6-7-8/h7H,3-6H2,1-2H3;2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;1,3-7H2,2H3",2_2
"InChI=1S/2C7H15O/c1-3-5-7(8)6-4-2;1-2-3-4-5-6-7-8/h7H,3-6H2,1-2H3;2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;1,3-7H2,2H3",2_2
"InChI=1S/2C7H15O/c1-3-4-5-6-7(2)8;1-2-3-4-5-6-7-8/h7H,3-6H2,1-2H3;2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;3H,4-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c2*1-3-4-5-6-7(2)8/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3H,4-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-4-5-6-7(2)8;1-3-5-6-7(8)4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3H,4-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-4-5-6-7(2)8;1-3-5-7(8)6-4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;3H,4-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-5-6-7(8)4-2;1-2-3-4-5-6-7-8/h7H,3-6H2,1-2H3;2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;5H,3-4,6-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-4-5-6-7(2)8;1-3-5-6-7(8)4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;5H,3-4,6-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c2*1-3-5-6-7(8)4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;5H,3-4,6-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-5-6-7(8)4-2;1-3-5-7(8)6-4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-7(9-8)6-4-2;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;5H,3-4,6-7H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-5-7(8)6-4-2;1-2-3-4-5-6-7-8/h7H,3-6H2,1-2H3;2-7H2,1H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-2-3-4-5-6-7-9-8;1-3-5-7-6-4-2/h2-7H2,1H3;7H,3-6H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-4-5-6-7(2)8;1-3-5-7(8)6-4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-4-5-6-7(2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;7H,3-6H2,1-2H3",2_2
"InChI=1S/2C7H15O/c1-3-5-6-7(8)4-2;1-3-5-7(8)6-4-2/h2*7H,3-6H2,1-2H3",2_2,"InChI=1S/C7H15O2.C7H15/c1-3-5-6-7(4-2)9-8;1-3-5-7-6-4-2/h7H,3-6H2,1-2H3;7H,3-6H2,1-2H3",2_2
